,p_id,0,1,2,3,4,5,6,7,8,9
0,443,0,0,0,0,0,0,1,3,0,0
0,8,0,0,0,0,0,0,4,6,0,0
0,429,0,0,0,0,0,0,4,6,0,0
0,443,0,0,0,0,0,0,4,6,0,0
0,8,2,0,0,0,2,0,1,16,0,0
0,429,2,0,0,0,2,0,1,16,0,0
0,443,2,0,0,0,2,0,1,16,0,0
0,8,0,0,0,1,0,0,1,8,0,0
0,429,0,0,0,1,0,0,1,8,0,0
0,443,0,0,0,1,0,0,1,8,0,0
0,8,5,3,2,2,1,0,10,22,0,5
0,429,5,3,2,2,1,0,10,22,0,5
0,443,5,3,2,2,1,0,10,22,0,5
0,8,4,1,0,0,1,0,4,28,0,0
0,429,4,1,0,0,1,0,4,28,0,0
0,443,4,1,0,0,1,0,4,28,0,0
0,8,0,1,0,0,0,1,0,4,0,0
0,429,0,1,0,0,0,1,0,4,0,0
0,443,0,1,0,0,0,1,0,4,0,0
0,8,0,0,0,0,1,0,0,7,0,0
0,429,0,0,0,0,1,0,0,7,0,0
0,443,0,0,0,0,1,0,0,7,0,0
0,8,0,0,0,0,0,0,1,2,0,0
0,429,0,0,0,0,0,0,1,2,0,0
0,443,0,0,0,0,0,0,1,2,0,0
0,8,4,1,1,0,0,0,1,7,0,0
0,429,4,1,1,0,0,0,1,7,0,0
0,443,4,1,1,0,0,0,1,7,0,0
0,8,0,0,0,0,0,0,0,4,0,0
0,429,0,0,0,0,0,0,0,4,0,0
0,443,0,0,0,0,0,0,0,4,0,0
0,8,3,0,0,0,0,0,2,11,0,0
0,429,3,0,0,0,0,0,2,11,0,0
0,443,3,0,0,0,0,0,2,11,0,0
0,8,0,1,2,0,0,0,0,6,0,0
0,429,0,1,2,0,0,0,0,6,0,0
0,443,0,1,2,0,0,0,0,6,0,0
0,8,1,1,0,0,0,0,2,8,0,0
0,429,1,1,0,0,0,0,2,8,0,0
0,443,1,1,0,0,0,0,2,8,0,0
0,8,0,0,0,0,1,0,0,1,1,0
0,429,0,0,0,0,1,0,0,1,1,0
0,443,0,0,0,0,1,0,0,1,1,0
0,8,1,1,2,0,0,0,9,13,1,0
0,429,1,1,2,0,0,0,9,13,1,0
0,443,1,1,2,0,0,0,9,13,1,0
0,8,3,3,0,3,0,0,3,28,0,0
0,429,3,3,0,3,0,0,3,28,0,0
0,443,3,3,0,3,0,0,3,28,0,0
0,8,0,0,0,0,0,0,0,6,0,0
0,429,0,0,0,0,0,0,0,6,0,0
0,443,0,0,0,0,0,0,0,6,0,0
0,8,1,1,0,1,0,0,1,5,0,2
0,429,1,1,0,1,0,0,1,5,0,2
0,443,1,1,0,1,0,0,1,5,0,2
0,8,2,2,0,0,0,0,0,7,0,0
0,429,2,2,0,0,0,0,0,7,0,0
0,443,2,2,0,0,0,0,0,7,0,0
0,8,1,1,0,0,0,0,4,8,1,0
0,429,1,1,0,0,0,0,4,8,1,0
0,443,1,1,0,0,0,0,4,8,1,0
0,8,0,2,1,0,1,0,3,8,0,0
0,429,0,2,1,0,1,0,3,8,0,0
0,443,0,2,1,0,1,0,3,8,0,0
0,8,0,1,0,0,0,0,3,1,0,0
0,429,0,1,0,0,0,0,3,1,0,0
0,443,0,1,0,0,0,0,3,1,0,0
0,8,1,0,0,3,0,0,1,3,0,0
0,429,1,0,0,3,0,0,1,3,0,0
0,443,1,0,0,3,0,0,1,3,0,0
0,8,3,3,0,1,0,0,1,7,0,0
0,429,3,3,0,1,0,0,1,7,0,0
0,443,3,3,0,1,0,0,1,7,0,0
0,8,2,0,0,0,0,0,1,6,0,0
0,429,2,0,0,0,0,0,1,6,0,0
0,443,2,0,0,0,0,0,1,6,0,0
0,8,2,1,0,0,0,0,2,8,1,0
0,429,2,1,0,0,0,0,2,8,1,0
0,443,2,1,0,0,0,0,2,8,1,0
0,8,3,1,0,0,0,0,0,7,1,0
0,429,3,1,0,0,0,0,0,7,1,0
0,443,3,1,0,0,0,0,0,7,1,0
0,8,1,0,0,0,0,0,0,6,0,0
0,429,1,0,0,0,0,0,0,6,0,0
0,443,1,0,0,0,0,0,0,6,0,0
0,8,2,4,0,0,0,0,10,8,0,0
0,429,2,4,0,0,0,0,10,8,0,0
0,443,2,4,0,0,0,0,10,8,0,0
0,8,2,0,4,0,0,0,5,14,0,0
0,429,2,0,4,0,0,0,5,14,0,0
0,443,2,0,4,0,0,0,5,14,0,0
0,8,0,0,0,0,0,0,3,9,0,0
0,429,0,0,0,0,0,0,3,9,0,0
0,443,0,0,0,0,0,0,3,9,0,0
0,8,1,1,0,1,0,0,1,6,0,0
0,429,1,1,0,1,0,0,1,6,0,0
0,443,1,1,0,1,0,0,1,6,0,0
0,8,0,0,0,0,0,0,3,1,0,0
0,429,0,0,0,0,0,0,3,1,0,0
0,443,0,0,0,0,0,0,3,1,0,0
0,8,0,1,0,1,0,0,2,4,0,0
0,429,0,1,0,1,0,0,2,4,0,0
0,443,0,1,0,1,0,0,2,4,0,0
0,8,0,0,0,0,0,0,3,3,0,0
0,429,0,0,0,0,0,0,3,3,0,0
0,443,0,0,0,0,0,0,3,3,0,0
0,8,0,1,0,1,0,1,0,15,0,0
0,429,0,1,0,1,0,1,0,15,0,0
0,443,0,1,0,1,0,1,0,15,0,0
0,8,0,0,1,0,0,0,3,5,0,0
0,429,0,0,1,0,0,0,3,5,0,0
0,443,0,0,1,0,0,0,3,5,0,0
0,8,0,0,0,0,0,1,2,5,0,1
0,429,0,0,0,0,0,1,2,5,0,1
0,443,0,0,0,0,0,1,2,5,0,1
0,8,1,1,1,1,0,0,1,14,1,0
0,429,1,1,1,1,0,0,1,14,1,0
0,443,1,1,1,1,0,0,1,14,1,0
0,8,3,3,0,0,0,0,5,20,1,0
0,429,3,3,0,0,0,0,5,20,1,0
0,443,3,3,0,0,0,0,5,20,1,0
0,8,1,0,0,0,0,0,1,5,0,0
0,429,1,0,0,0,0,0,1,5,0,0
0,443,1,0,0,0,0,0,1,5,0,0
0,8,0,2,1,0,0,0,1,4,0,0
0,429,0,2,1,0,0,0,1,4,0,0
0,443,0,2,1,0,0,0,1,4,0,0
0,8,0,0,0,0,1,1,2,7,0,0
0,429,0,0,0,0,1,1,2,7,0,0
0,443,0,0,0,0,1,1,2,7,0,0
0,8,0,0,0,0,2,0,3,9,0,0
0,429,0,0,0,0,2,0,3,9,0,0
0,443,0,0,0,0,2,0,3,9,0,0
0,8,0,0,0,0,0,1,1,2,0,0
0,429,0,0,0,0,0,1,1,2,0,0
0,443,0,0,0,0,0,1,1,2,0,0
0,8,0,0,0,1,0,0,0,13,0,0
0,429,0,0,0,1,0,0,0,13,0,0
0,443,0,0,0,1,0,0,0,13,0,0
0,8,6,0,0,2,0,0,8,15,0,3
0,429,6,0,0,2,0,0,8,15,0,3
0,443,6,0,0,2,0,0,8,15,0,3
0,8,0,0,0,0,0,0,1,1,0,0
0,429,0,0,0,0,0,0,1,1,0,0
0,443,0,0,0,0,0,0,1,1,0,0
0,8,4,2,1,1,1,0,3,14,0,2
0,429,4,2,1,1,1,0,3,14,0,2
0,443,4,2,1,1,1,0,3,14,0,2
0,8,0,0,0,1,0,0,2,6,0,0
0,429,0,0,0,1,0,0,2,6,0,0
0,443,0,0,0,1,0,0,2,6,0,0
0,8,5,1,2,4,0,0,1,15,0,1
0,429,5,1,2,4,0,0,1,15,0,1
0,443,5,1,2,4,0,0,1,15,0,1
0,8,2,1,0,1,0,0,0,7,0,0
0,429,2,1,0,1,0,0,0,7,0,0
0,443,2,1,0,1,0,0,0,7,0,0
0,8,1,3,1,1,0,0,0,9,0,0
0,429,1,3,1,1,0,0,0,9,0,0
0,443,1,3,1,1,0,0,0,9,0,0
0,8,1,7,2,1,0,0,1,18,0,0
0,429,1,7,2,1,0,0,1,18,0,0
0,443,1,7,2,1,0,0,1,18,0,0
0,8,1,0,1,0,0,0,4,5,1,0
0,429,1,0,1,0,0,0,4,5,1,0
0,443,1,0,1,0,0,0,4,5,1,0
0,8,1,2,0,0,1,0,3,18,0,0
0,429,1,2,0,0,1,0,3,18,0,0
0,443,1,2,0,0,1,0,3,18,0,0
0,8,1,0,0,0,0,0,0,6,0,0
0,429,1,0,0,0,0,0,0,6,0,0
0,443,1,0,0,0,0,0,0,6,0,0
0,8,0,0,0,0,0,0,3,6,0,1
0,429,0,0,0,0,0,0,3,6,0,1
0,443,0,0,0,0,0,0,3,6,0,1
0,8,0,0,0,0,0,0,5,6,0,0
0,429,0,0,0,0,0,0,5,6,0,0
0,443,0,0,0,0,0,0,5,6,0,0
0,8,0,1,1,1,0,0,3,4,1,2
0,429,0,1,1,1,0,0,3,4,1,2
0,443,0,1,1,1,0,0,3,4,1,2
0,8,1,1,0,0,1,0,2,6,0,1
0,429,1,1,0,0,1,0,2,6,0,1
0,443,1,1,0,0,1,0,2,6,0,1
0,8,0,0,0,0,1,0,2,6,0,0
0,429,0,0,0,0,1,0,2,6,0,0
0,443,0,0,0,0,1,0,2,6,0,0
0,8,0,0,0,0,0,0,0,4,0,0
0,429,0,0,0,0,0,0,0,4,0,0
0,443,0,0,0,0,0,0,0,4,0,0
0,8,0,0,0,0,0,0,2,7,0,1
0,429,0,0,0,0,0,0,2,7,0,1
0,443,0,0,0,0,0,0,2,7,0,1
0,8,6,0,4,5,0,0,9,31,1,3
0,429,6,0,4,5,0,0,9,31,1,3
0,443,6,0,4,5,0,0,9,31,1,3
0,8,2,0,0,0,0,0,0,0,0,0
0,429,2,0,0,0,0,0,0,0,0,0
0,443,2,0,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,1,4,1,0
0,429,0,0,0,0,0,0,1,4,1,0
0,443,0,0,0,0,0,0,1,4,1,0
0,8,0,0,0,0,0,0,0,2,0,0
0,429,0,0,0,0,0,0,0,2,0,0
0,443,0,0,0,0,0,0,0,2,0,0
0,8,1,1,1,4,0,0,2,9,0,0
0,429,1,1,1,4,0,0,2,9,0,0
0,443,1,1,1,4,0,0,2,9,0,0
0,8,1,0,0,1,0,0,0,4,0,0
0,429,1,0,0,1,0,0,0,4,0,0
0,443,1,0,0,1,0,0,0,4,0,0
0,8,1,0,4,0,1,0,0,7,0,0
0,429,1,0,4,0,1,0,0,7,0,0
0,443,1,0,4,0,1,0,0,7,0,0
0,8,1,1,0,0,0,0,0,5,0,0
0,429,1,1,0,0,0,0,0,5,0,0
0,443,1,1,0,0,0,0,0,5,0,0
0,8,0,0,0,0,0,1,1,5,0,0
0,429,0,0,0,0,0,1,1,5,0,0
0,443,0,0,0,0,0,1,1,5,0,0
0,8,2,1,5,1,0,0,2,14,0,0
0,429,2,1,5,1,0,0,2,14,0,0
0,443,2,1,5,1,0,0,2,14,0,0
0,8,0,0,0,0,0,0,0,2,0,0
0,429,0,0,0,0,0,0,0,2,0,0
0,443,0,0,0,0,0,0,0,2,0,0
0,8,5,1,2,0,0,1,10,26,1,1
0,429,5,1,2,0,0,1,10,26,1,1
0,443,5,1,2,0,0,1,10,26,1,1
0,8,1,3,1,0,0,0,3,6,0,0
0,429,1,3,1,0,0,0,3,6,0,0
0,443,1,3,1,0,0,0,3,6,0,0
0,8,0,0,0,0,1,0,0,6,0,1
0,429,0,0,0,0,1,0,0,6,0,1
0,443,0,0,0,0,1,0,0,6,0,1
0,8,0,0,1,0,0,1,0,4,0,0
0,429,0,0,1,0,0,1,0,4,0,0
0,443,0,0,1,0,0,1,0,4,0,0
0,8,0,0,0,0,0,0,0,4,0,0
0,429,0,0,0,0,0,0,0,4,0,0
0,443,0,0,0,0,0,0,0,4,0,0
0,8,0,0,1,1,0,0,0,3,0,0
0,429,0,0,1,1,0,0,0,3,0,0
0,443,0,0,1,1,0,0,0,3,0,0
0,8,2,0,1,0,2,0,6,13,0,0
0,429,2,0,1,0,2,0,6,13,0,0
0,443,2,0,1,0,2,0,6,13,0,0
0,8,1,2,1,2,0,0,2,19,0,0
0,429,1,2,1,2,0,0,2,19,0,0
0,443,1,2,1,2,0,0,2,19,0,0
0,8,1,0,0,0,1,1,4,7,0,0
0,429,1,0,0,0,1,1,4,7,0,0
0,443,1,0,0,0,1,1,4,7,0,0
0,8,0,0,1,0,0,0,1,2,0,0
0,429,0,0,1,0,0,0,1,2,0,0
0,443,0,0,1,0,0,0,1,2,0,0
0,8,0,1,0,0,1,0,2,2,0,0
0,429,0,1,0,0,1,0,2,2,0,0
0,443,0,1,0,0,1,0,2,2,0,0
0,8,0,0,0,0,0,0,5,5,0,0
0,429,0,0,0,0,0,0,5,5,0,0
0,443,0,0,0,0,0,0,5,5,0,0
0,8,0,2,0,0,0,0,0,2,0,0
0,429,0,2,0,0,0,0,0,2,0,0
0,443,0,2,0,0,0,0,0,2,0,0
0,8,0,1,0,0,0,0,1,7,0,0
0,429,0,1,0,0,0,0,1,7,0,0
0,443,0,1,0,0,0,0,1,7,0,0
0,8,0,0,0,0,0,0,0,4,0,0
0,429,0,0,0,0,0,0,0,4,0,0
0,443,0,0,0,0,0,0,0,4,0,0
0,8,2,2,0,0,0,0,3,0,0,1
0,429,2,2,0,0,0,0,3,0,0,1
0,443,2,2,0,0,0,0,3,0,0,1
0,8,0,0,0,0,0,0,0,2,0,0
0,429,0,0,0,0,0,0,0,2,0,0
0,443,0,0,0,0,0,0,0,2,0,0
0,8,1,0,0,0,0,0,0,5,0,0
0,429,1,0,0,0,0,0,0,5,0,0
0,443,1,0,0,0,0,0,0,5,0,0
0,8,2,0,0,0,0,0,1,2,0,0
0,429,2,0,0,0,0,0,1,2,0,0
0,443,2,0,0,0,0,0,1,2,0,0
0,8,1,0,1,0,0,0,1,5,0,1
0,429,1,0,1,0,0,0,1,5,0,1
0,443,1,0,1,0,0,0,1,5,0,1
0,8,1,1,2,0,0,0,1,7,0,0
0,429,1,1,2,0,0,0,1,7,0,0
0,443,1,1,2,0,0,0,1,7,0,0
0,8,4,2,0,1,0,0,2,14,0,0
0,429,4,2,0,1,0,0,2,14,0,0
0,443,4,2,0,1,0,0,2,14,0,0
0,8,0,0,0,0,0,0,0,3,0,0
0,429,0,0,0,0,0,0,0,3,0,0
0,443,0,0,0,0,0,0,0,3,0,0
0,8,0,0,0,0,0,0,1,2,0,0
0,429,0,0,0,0,0,0,1,2,0,0
0,443,0,0,0,0,0,0,1,2,0,0
0,8,4,0,1,0,0,0,5,10,0,0
0,429,4,0,1,0,0,0,5,10,0,0
0,443,4,0,1,0,0,0,5,10,0,0
0,8,1,1,1,0,0,0,1,7,0,0
0,429,1,1,1,0,0,0,1,7,0,0
0,443,1,1,1,0,0,0,1,7,0,0
0,8,0,0,0,0,0,0,0,3,0,0
0,429,0,0,0,0,0,0,0,3,0,0
0,443,0,0,0,0,0,0,0,3,0,0
0,8,1,0,0,0,0,0,3,4,0,0
0,429,1,0,0,0,0,0,3,4,0,0
0,443,1,0,0,0,0,0,3,4,0,0
0,8,1,0,1,0,0,0,0,1,0,0
0,429,1,0,1,0,0,0,0,1,0,0
0,443,1,0,1,0,0,0,0,1,0,0
0,8,1,2,1,1,0,0,2,13,1,0
0,429,1,2,1,1,0,0,2,13,1,0
0,443,1,2,1,1,0,0,2,13,1,0
0,8,0,0,0,0,0,0,0,3,0,0
0,429,0,0,0,0,0,0,0,3,0,0
0,443,0,0,0,0,0,0,0,3,0,0
0,8,0,4,2,0,0,0,0,9,0,0
0,429,0,4,2,0,0,0,0,9,0,0
0,443,0,4,2,0,0,0,0,9,0,0
0,8,1,1,0,0,1,0,2,11,0,0
0,429,1,1,0,0,1,0,2,11,0,0
0,443,1,1,0,0,1,0,2,11,0,0
0,8,0,0,0,1,1,0,1,6,0,0
0,429,0,0,0,1,1,0,1,6,0,0
0,443,0,0,0,1,1,0,1,6,0,0
0,8,0,0,0,0,0,0,0,3,0,0
0,429,0,0,0,0,0,0,0,3,0,0
0,443,0,0,0,0,0,0,0,3,0,0
0,8,0,0,0,0,0,0,0,8,0,0
0,429,0,0,0,0,0,0,0,8,0,0
0,443,0,0,0,0,0,0,0,8,0,0
0,8,0,2,0,0,1,0,2,7,0,0
0,429,0,2,0,0,1,0,2,7,0,0
0,443,0,2,0,0,1,0,2,7,0,0
0,8,0,0,0,0,0,0,0,1,0,0
0,429,0,0,0,0,0,0,0,1,0,0
0,443,0,0,0,0,0,0,0,1,0,0
0,8,2,0,0,0,0,0,0,2,0,0
0,429,2,0,0,0,0,0,0,2,0,0
0,443,2,0,0,0,0,0,0,2,0,0
0,8,3,4,1,0,0,0,4,2,0,1
0,429,3,4,1,0,0,0,4,2,0,1
0,443,3,4,1,0,0,0,4,2,0,1
0,8,0,0,0,0,0,0,3,8,0,0
0,429,0,0,0,0,0,0,3,8,0,0
0,443,0,0,0,0,0,0,3,8,0,0
0,8,1,1,0,0,0,0,0,3,1,0
0,429,1,1,0,0,0,0,0,3,1,0
0,443,1,1,0,0,0,0,0,3,1,0
0,8,0,2,0,0,1,0,0,5,0,0
0,429,0,2,0,0,1,0,0,5,0,0
0,443,0,2,0,0,1,0,0,5,0,0
0,8,2,0,1,0,0,0,0,2,0,0
0,429,2,0,1,0,0,0,0,2,0,0
0,443,2,0,1,0,0,0,0,2,0,0
0,8,0,0,0,0,0,0,2,6,0,0
0,429,0,0,0,0,0,0,2,6,0,0
0,443,0,0,0,0,0,0,2,6,0,0
0,8,0,0,0,0,0,0,2,6,0,0
0,429,0,0,0,0,0,0,2,6,0,0
0,443,0,0,0,0,0,0,2,6,0,0
0,8,1,0,0,0,0,0,3,5,0,0
0,429,1,0,0,0,0,0,3,5,0,0
0,443,1,0,0,0,0,0,3,5,0,0
0,8,0,0,0,0,0,0,1,6,0,0
0,429,0,0,0,0,0,0,1,6,0,0
0,443,0,0,0,0,0,0,1,6,0,0
0,8,2,4,0,0,1,0,2,4,0,1
0,429,2,4,0,0,1,0,2,4,0,1
0,443,2,4,0,0,1,0,2,4,0,1
0,8,0,0,0,0,0,0,1,3,0,0
0,429,0,0,0,0,0,0,1,3,0,0
0,443,0,0,0,0,0,0,1,3,0,0
0,8,0,0,0,0,0,0,1,1,0,0
0,429,0,0,0,0,0,0,1,1,0,0
0,443,0,0,0,0,0,0,1,1,0,0
0,8,0,2,0,1,0,0,1,3,0,0
0,429,0,2,0,1,0,0,1,3,0,0
0,443,0,2,0,1,0,0,1,3,0,0
0,8,2,0,0,1,0,0,4,3,0,0
0,429,2,0,0,1,0,0,4,3,0,0
0,443,2,0,0,1,0,0,4,3,0,0
0,8,0,1,1,0,0,0,1,4,0,0
0,429,0,1,1,0,0,0,1,4,0,0
0,443,0,1,1,0,0,0,1,4,0,0
0,8,0,0,0,0,0,0,0,1,0,0
0,429,0,0,0,0,0,0,0,1,0,0
0,443,0,0,0,0,0,0,0,1,0,0
0,8,1,1,1,0,0,0,3,1,0,0
0,429,1,1,1,0,0,0,3,1,0,0
0,443,1,1,1,0,0,0,3,1,0,0
0,8,1,0,0,0,0,0,2,4,0,1
0,429,1,0,0,0,0,0,2,4,0,1
0,443,1,0,0,0,0,0,2,4,0,1
0,8,1,2,0,0,0,0,1,4,0,0
0,429,1,2,0,0,0,0,1,4,0,0
0,443,1,2,0,0,0,0,1,4,0,0
0,8,0,0,0,0,0,0,1,4,0,0
0,429,0,0,0,0,0,0,1,4,0,0
0,443,0,0,0,0,0,0,1,4,0,0
0,8,0,1,0,0,0,0,0,2,0,0
0,429,0,1,0,0,0,0,0,2,0,0
0,443,0,1,0,0,0,0,0,2,0,0
0,8,0,2,0,0,0,1,0,6,0,0
0,429,0,2,0,0,0,1,0,6,0,0
0,443,0,2,0,0,0,1,0,6,0,0
0,8,0,1,0,0,0,0,2,4,0,0
0,429,0,1,0,0,0,0,2,4,0,0
0,443,0,1,0,0,0,0,2,4,0,0
0,8,0,0,0,0,0,0,2,4,0,0
0,429,0,0,0,0,0,0,2,4,0,0
0,443,0,0,0,0,0,0,2,4,0,0
0,8,1,1,0,0,0,0,1,4,0,0
0,429,1,1,0,0,0,0,1,4,0,0
0,443,1,1,0,0,0,0,1,4,0,0
0,8,0,0,1,0,0,0,0,5,0,0
0,429,0,0,1,0,0,0,0,5,0,0
0,443,0,0,1,0,0,0,0,5,0,0
0,8,0,1,1,0,0,0,0,4,0,0
0,429,0,1,1,0,0,0,0,4,0,0
0,443,0,1,1,0,0,0,0,4,0,0
0,353,0,0,0,0,0,0,2,7,0,0
0,353,5,1,3,4,0,0,5,11,1,5
0,353,1,0,0,0,0,0,2,4,0,0
0,353,2,0,0,0,0,0,1,6,0,0
0,353,2,0,1,0,0,0,2,7,0,1
0,353,0,0,1,1,0,0,1,4,0,0
0,353,2,0,1,2,0,0,6,4,0,2
0,353,1,4,1,2,1,0,5,11,0,0
0,353,0,1,0,0,0,1,0,3,0,0
0,353,0,0,0,0,0,0,2,9,1,0
0,353,0,2,0,2,1,0,5,12,0,0
0,353,0,0,1,0,0,0,1,3,1,0
0,353,0,0,0,0,0,0,0,2,0,0
0,353,1,0,2,0,0,0,0,2,0,0
0,353,1,0,1,0,0,0,1,5,0,0
0,353,0,0,1,0,0,0,0,1,0,0
0,353,1,1,0,0,0,0,2,5,0,0
0,353,0,2,1,0,0,0,2,2,0,0
0,353,0,0,0,0,0,0,1,1,0,0
0,353,0,0,0,0,0,0,0,4,0,0
0,353,1,0,0,0,0,0,2,5,0,1
0,353,0,0,0,0,0,0,0,4,0,0
0,353,1,0,0,0,0,0,5,5,0,0
0,353,0,0,0,0,1,0,3,5,0,0
0,353,2,4,3,1,2,1,6,26,0,0
0,353,2,1,0,1,0,0,2,3,0,1
0,353,1,0,0,0,0,0,0,2,0,0
0,353,3,3,2,2,0,0,3,13,0,2
0,353,0,0,0,0,0,1,2,4,0,0
0,353,0,0,0,0,0,0,0,3,0,0
0,353,0,0,1,2,0,0,2,6,1,1
0,353,1,0,1,2,0,0,2,3,0,0
0,353,1,0,0,0,0,0,3,9,0,0
0,353,1,0,0,1,0,0,1,11,0,1
0,353,3,1,0,1,0,0,1,4,0,0
0,353,1,0,0,0,0,0,2,6,0,0
0,353,0,1,0,0,1,1,4,12,0,0
0,353,1,1,0,0,0,1,0,9,0,0
0,353,0,0,0,0,1,0,4,2,0,0
0,353,2,1,0,0,0,0,1,5,0,0
0,353,0,1,0,0,0,0,0,2,0,0
0,353,2,1,0,0,0,0,0,2,0,0
0,353,0,0,0,0,0,0,0,2,2,0
0,353,2,2,1,0,0,0,3,3,0,0
0,353,3,0,0,0,0,0,2,4,0,0
0,353,0,1,0,0,0,0,2,8,0,0
0,353,0,0,0,0,0,0,1,3,0,0
0,353,0,0,0,0,0,0,0,3,1,0
0,353,0,0,0,0,0,0,1,2,0,0
0,353,0,0,0,0,0,0,1,4,0,0
0,353,1,0,0,0,0,0,1,6,0,0
0,353,3,2,1,1,0,0,7,13,0,0
0,353,0,0,0,0,0,0,0,6,0,0
0,353,1,2,1,1,1,0,5,10,0,0
0,353,0,0,0,0,0,1,2,11,1,0
0,353,0,2,0,0,0,0,2,1,0,0
0,353,1,1,0,0,0,0,1,8,0,1
0,353,0,0,0,0,0,0,0,2,0,0
0,353,0,0,0,0,0,0,1,3,0,0
0,353,0,0,0,0,0,0,4,6,0,0
0,353,2,0,0,0,2,0,1,16,0,0
0,353,0,0,0,1,0,0,1,8,0,0
0,353,5,3,2,2,1,0,10,22,0,5
0,353,4,1,0,0,1,0,4,28,0,0
0,353,0,1,0,0,0,1,0,4,0,0
0,353,0,0,0,0,1,0,0,7,0,0
0,353,0,0,0,0,0,0,1,2,0,0
0,353,4,1,1,0,0,0,1,7,0,0
0,353,0,0,0,0,0,0,0,4,0,0
0,353,3,0,0,0,0,0,2,11,0,0
0,353,0,1,2,0,0,0,0,6,0,0
0,353,1,1,0,0,0,0,2,8,0,0
0,353,0,0,0,0,1,0,0,1,1,0
0,353,1,1,2,0,0,0,9,13,1,0
0,353,3,3,0,3,0,0,3,28,0,0
0,353,0,0,0,0,0,0,0,6,0,0
0,353,1,1,0,1,0,0,1,5,0,2
0,353,2,2,0,0,0,0,0,7,0,0
0,353,1,1,0,0,0,0,4,8,1,0
0,353,0,2,1,0,1,0,3,8,0,0
0,353,0,1,0,0,0,0,3,1,0,0
0,353,1,0,0,3,0,0,1,3,0,0
0,353,3,3,0,1,0,0,1,7,0,0
0,353,2,0,0,0,0,0,1,6,0,0
0,353,2,1,0,0,0,0,2,8,1,0
0,353,3,1,0,0,0,0,0,7,1,0
0,353,1,0,0,0,0,0,0,6,0,0
0,353,2,4,0,0,0,0,10,8,0,0
0,353,2,0,4,0,0,0,5,14,0,0
0,353,0,0,0,0,0,0,3,9,0,0
0,353,1,1,0,1,0,0,1,6,0,0
0,353,0,0,0,0,0,0,3,1,0,0
0,353,0,1,0,1,0,0,2,4,0,0
0,353,0,0,0,0,0,0,3,3,0,0
0,353,0,1,0,1,0,1,0,15,0,0
0,353,0,0,1,0,0,0,3,5,0,0
0,353,0,0,0,0,0,1,2,5,0,1
0,353,1,1,1,1,0,0,1,14,1,0
0,353,3,3,0,0,0,0,5,20,1,0
0,353,1,0,0,0,0,0,1,5,0,0
0,353,0,2,1,0,0,0,1,4,0,0
0,353,0,0,0,0,1,1,2,7,0,0
0,353,0,0,0,0,2,0,3,9,0,0
0,353,0,0,0,0,0,1,1,2,0,0
0,353,0,0,0,1,0,0,0,13,0,0
0,353,6,0,0,2,0,0,8,15,0,3
0,353,0,0,0,0,0,0,1,1,0,0
0,353,4,2,1,1,1,0,3,14,0,2
0,353,0,0,0,1,0,0,2,6,0,0
0,353,5,1,2,4,0,0,1,15,0,1
0,353,2,1,0,1,0,0,0,7,0,0
0,353,1,3,1,1,0,0,0,9,0,0
0,353,1,7,2,1,0,0,1,18,0,0
0,353,1,0,1,0,0,0,4,5,1,0
0,353,1,2,0,0,1,0,3,18,0,0
0,353,1,0,0,0,0,0,0,6,0,0
0,353,0,0,0,0,0,0,3,6,0,1
0,353,0,0,0,0,0,0,5,6,0,0
0,353,0,1,1,1,0,0,3,4,1,2
0,353,1,1,0,0,1,0,2,6,0,1
0,353,0,0,0,0,1,0,2,6,0,0
0,353,0,0,0,0,0,0,0,4,0,0
0,353,0,0,0,0,0,0,2,7,0,1
0,353,6,0,4,5,0,0,9,31,1,3
0,353,2,0,0,0,0,0,0,0,0,0
0,353,0,0,0,0,0,0,1,4,1,0
0,353,0,0,0,0,0,0,0,2,0,0
0,353,1,1,1,4,0,0,2,9,0,0
0,353,1,0,0,1,0,0,0,4,0,0
0,353,1,0,4,0,1,0,0,7,0,0
0,353,1,1,0,0,0,0,0,5,0,0
0,353,0,0,0,0,0,1,1,5,0,0
0,353,2,1,5,1,0,0,2,14,0,0
0,353,0,0,0,0,0,0,0,2,0,0
0,353,5,1,2,0,0,1,10,26,1,1
0,353,1,3,1,0,0,0,3,6,0,0
0,353,0,0,0,0,1,0,0,6,0,1
0,353,0,0,1,0,0,1,0,4,0,0
0,353,0,0,0,0,0,0,0,4,0,0
0,353,0,0,1,1,0,0,0,3,0,0
0,353,2,0,1,0,2,0,6,13,0,0
0,353,1,2,1,2,0,0,2,19,0,0
0,353,1,0,0,0,1,1,4,7,0,0
0,353,0,0,1,0,0,0,1,2,0,0
0,353,0,1,0,0,1,0,2,2,0,0
0,353,0,0,0,0,0,0,5,5,0,0
0,353,0,2,0,0,0,0,0,2,0,0
0,353,0,1,0,0,0,0,1,7,0,0
0,353,0,0,0,0,0,0,0,4,0,0
0,353,2,2,0,0,0,0,3,0,0,1
0,353,0,0,0,0,0,0,0,2,0,0
0,353,1,0,0,0,0,0,0,5,0,0
0,353,2,0,0,0,0,0,1,2,0,0
0,353,1,0,1,0,0,0,1,5,0,1
0,353,1,1,2,0,0,0,1,7,0,0
0,353,4,2,0,1,0,0,2,14,0,0
0,353,0,0,0,0,0,0,0,3,0,0
0,353,0,0,0,0,0,0,1,2,0,0
